Corp. No.,Corporation Name,School No.,School Name,Voucher students from this district (2016-2017)
4860,M S D of New Durham Township,D080,Portage Christian School,
4860,M S D of New Durham Township,C150,Saint John Lutheran School,
5340,M S D Perry Township,C575,Baptist Academy,
5340,M S D Perry Township,C396,Burge Terrace Christian School,
5340,M S D Perry Township,C580,Calvary Christian School,33
5340,M S D Perry Township,C315,Calvary Lutheran School,49
5340,M S D Perry Township,C715,Cardinal Ritter High School,
5340,M S D Perry Township,C700,Cathedral High School,
5340,M S D Perry Township,C625,Central Catholic School,36
5340,M S D Perry Township,C527,Covenant Christian High School,
5340,M S D Perry Township,C514,Crosspointe Christian Academy,
5340,M S D Perry Township,C966,Greenwood Christian Academy,30
5340,M S D Perry Township,C595,Holy Cross Central School,
5340,M S D Perry Township,C545,Holy Name School,14
5340,M S D Perry Township,B190,Indiana Academy,
5340,M S D Perry Township,C270,Lutheran High School,19
5340,M S D Perry Township,C265,Nativity School,
5340,M S D Perry Township,C605,Our Lady Of Lourdes School,
5340,M S D Perry Township,B535,Our Lady Of The Greenwood School,26
5340,M S D Perry Township,C512,Our Shepherd Lutheran School,
5340,M S D Perry Township,C791,Project Libertas,
5340,M S D Perry Township,C623,Providence Cristo Rey High School,
5340,M S D Perry Township,C320,Roncalli High School,128
5340,M S D Perry Township,C295,Saint Barnabas School,83
5340,M S D Perry Township,C400,Saint John Evangelical Lutheran School,
5340,M S D Perry Township,C300,Saint Jude Elementary School,73
5340,M S D Perry Township,C305,Saint Mark School,115
5340,M S D Perry Township,C310,Saint Roch School,60
5340,M S D Perry Township,B540,Saints Francis and Clare Catholic School,19
5340,M S D Perry Township,C710,Scecina Memorial School,
5340,M S D Perry Township,C349,Southport Presbyterian Christian School,17
5340,M S D Perry Township,C325,Suburban Christian School,44
5340,M S D Perry Township,C940,Tabernacle Christian Schools,
5340,M S D Perry Township,C589,The Independence Academy,
5340,M S D Perry Township,B297,The Oaks Academy - Brookside,
5340,M S D Perry Township,C561,Trinity Christian School,
5350,M S D Pike Township,B290,Bethesda Christian School,
5350,M S D Pike Township,C705,Bishop Chatard High School,13
5350,M S D Pike Township,C360,Brebeuf Jesuit Preparatory School,22
5350,M S D Pike Township,C580,Calvary Christian School,
5350,M S D Pike Township,C315,Calvary Lutheran School,
5350,M S D Pike Township,C690,Capitol City Seventh Day Adventist Church School,
5350,M S D Pike Township,C715,Cardinal Ritter High School,67
5350,M S D Pike Township,C700,Cathedral High School,10
5350,M S D Pike Township,C585,Christ The King School,
5350,M S D Pike Township,C495,Colonial Christian School,
5350,M S D Pike Township,C527,Covenant Christian High School,
5350,M S D Pike Township,C514,Crosspointe Christian Academy,
5350,M S D Pike Township,C475,Hasten Hebrew Academy Of Indianapolis,
5350,M S D Pike Township,C275,Heritage Christian School,
5350,M S D Pike Township,C590,Holy Angels Catholic School,
5350,M S D Pike Township,C282,Horizon Christian School,
5350,M S D Pike Township,B190,Indiana Academy,
5350,M S D Pike Township,C455,Indianapolis Junior Academy,
5350,M S D Pike Township,B302,Islamic School of Plainfield,
5350,M S D Pike Township,B295,Kingsway Christian School,
5350,M S D Pike Township,B299,Legacy Learning Center,
5350,M S D Pike Township,C270,Lutheran High School,
5350,M S D Pike Township,C628,MTI School of Knowledge,70
5350,M S D Pike Township,C791,Project Libertas,
5350,M S D Pike Township,C623,Providence Cristo Rey High School,12
5350,M S D Pike Township,C615,Saint Anthony Catholic School,
5350,M S D Pike Township,C795,Saint Christopher School,
5350,M S D Pike Township,C645,Saint Joan Of Arc School,14
5350,M S D Pike Township,C435,Saint Luke School,16
5350,M S D Pike Township,B285,Saint Malachy School,16
5350,M S D Pike Township,C650,Saint Michael The Archangel School,29
5350,M S D Pike Township,C445,Saint Monica School,112
5350,M S D Pike Township,C655,Saint Philip Neri School,
5350,M S D Pike Township,C670,Saint Therese Little Flower School,
5350,M S D Pike Township,C675,Saint Thomas Aquinas School,
5350,M S D Pike Township,C710,Scecina Memorial School,
5350,M S D Pike Township,C589,The Independence Academy,
5350,M S D Pike Township,C773,The Oaks Academy,19
5350,M S D Pike Township,B297,The Oaks Academy - Brookside,
5350,M S D Pike Township,C774,The Oaks Academy - Middle School,
5350,M S D Pike Township,C375,Traders Point Christian Academy,65
125,M S D Southwest Allen County,A260,Aboite Christian School,
125,M S D Southwest Allen County,A248,Ascension Lutheran School,
125,M S D Southwest Allen County,A120,Bishop Dwenger High School,16
125,M S D Southwest Allen County,A125,Bishop Luers High School,23
125,M S D Southwest Allen County,A170,Blackhawk Christian Jr/Sr High School,
125,M S D Southwest Allen County,A205,Concordia Evangelical Lutheran School,
125,M S D Southwest Allen County,A195,Concordia Lutheran High School,
125,M S D Southwest Allen County,B009,Crossing Educational Center,
125,M S D Southwest Allen County,A215,Emmanuel Saint Michael Lutheran School,20
125,M S D Southwest Allen County,A220,Emmaus Lutheran School,30
125,M S D Southwest Allen County,A225,Holy Cross Lutheran School,
125,M S D Southwest Allen County,A307,Horizon Christian Academy III,
125,M S D Southwest Allen County,A740,Lakewood Park Christian School,
125,M S D Southwest Allen County,A130,Most Precious Blood School,
125,M S D Southwest Allen County,A106,Our Lady School,
125,M S D Southwest Allen County,A135,Queen Of Angels School,
125,M S D Southwest Allen County,A104,Saint Joseph-Saint Elizabeth Campus II,121
125,M S D Southwest Allen County,A160,Saint Jude Elementary School,
125,M S D Southwest Allen County,A245,Saint Paul Lutheran School,
125,M S D Southwest Allen County,A250,Saint Peter's Lutheran School,
125,M S D Southwest Allen County,A175,Saint Therese School,
125,M S D Southwest Allen County,A180,Saint Vincent DePaul School,
125,M S D Southwest Allen County,A200,Suburban Bethlehem Lutheran School,
7615,M S D Steuben County,A740,Lakewood Park Christian School,
8050,M S D Wabash County Schools,B145,Lakeview Christian School,
8050,M S D Wabash County Schools,D805,Saint Bernard Elementary School,14
8050,M S D Wabash County Schools,B136,The King's Academy,
8115,M S D Warren County,,,
5360,M S D Warren Township,C575,Baptist Academy,
5360,M S D Warren Township,C705,Bishop Chatard High School,
5360,M S D Warren Township,C360,Brebeuf Jesuit Preparatory School,
5360,M S D Warren Township,C396,Burge Terrace Christian School,15
5360,M S D Warren Township,C580,Calvary Christian School,10
5360,M S D Warren Township,C315,Calvary Lutheran School,
5360,M S D Warren Township,C690,Capitol City Seventh Day Adventist Church School,
5360,M S D Warren Township,C715,Cardinal Ritter High School,
5360,M S D Warren Township,C700,Cathedral High School,23
5360,M S D Warren Township,C625,Central Catholic School,
5360,M S D Warren Township,C585,Christ The King School,
5360,M S D Warren Township,C495,Colonial Christian School,
5360,M S D Warren Township,A450,Columbus Christian School Inc,
5360,M S D Warren Township,C281,Cornerstone Baptist Academy,21
5360,M S D Warren Township,C680,Emmaus Lutheran School,
5360,M S D Warren Township,C275,Heritage Christian School,22
5360,M S D Warren Township,C590,Holy Angels Catholic School,
5360,M S D Warren Township,C595,Holy Cross Central School,10
5360,M S D Warren Township,C267,Holy Cross Lutheran School,
5360,M S D Warren Township,C545,Holy Name School,13
5360,M S D Warren Township,C390,Holy Spirit School,131
5360,M S D Warren Township,C282,Horizon Christian School,11
5360,M S D Warren Township,B190,Indiana Academy,
5360,M S D Warren Township,B299,Legacy Learning Center,
5360,M S D Warren Township,C226,Liberty Christian Elementary,
5360,M S D Warren Township,C270,Lutheran High School,18
5360,M S D Warren Township,C265,Nativity School,
5360,M S D Warren Township,C605,Our Lady Of Lourdes School,12
5360,M S D Warren Township,C623,Providence Cristo Rey High School,15
5360,M S D Warren Township,C320,Roncalli High School,
5360,M S D Warren Township,C295,Saint Barnabas School,
5360,M S D Warren Township,C795,Saint Christopher School,
5360,M S D Warren Township,C645,Saint Joan Of Arc School,
5360,M S D Warren Township,C400,Saint John Evangelical Lutheran School,16
5360,M S D Warren Township,C300,Saint Jude Elementary School,
5360,M S D Warren Township,C280,Saint Lawrence School,18
5360,M S D Warren Township,C435,Saint Luke School,
5360,M S D Warren Township,C440,Saint Matthew School,
5360,M S D Warren Township,C655,Saint Philip Neri School,38
5360,M S D Warren Township,C670,Saint Therese Little Flower School,31
5360,M S D Warren Township,B540,Saints Francis and Clare Catholic School,
5360,M S D Warren Township,C710,Scecina Memorial School,74
5360,M S D Warren Township,C349,Southport Presbyterian Christian School,
5360,M S D Warren Township,C325,Suburban Christian School,
5360,M S D Warren Township,C589,The Independence Academy,
5360,M S D Warren Township,C773,The Oaks Academy,10
5360,M S D Warren Township,B297,The Oaks Academy - Brookside,
5360,M S D Warren Township,C774,The Oaks Academy - Middle School,
5360,M S D Warren Township,C699,TP Schools,23
5360,M S D Warren Township,C375,Traders Point Christian Academy,
5360,M S D Warren Township,C561,Trinity Christian School,
5360,M S D Warren Township,C395,Trinity Lutheran School,31
5370,M S D Washington Township,C705,Bishop Chatard High School,43
5370,M S D Washington Township,C360,Brebeuf Jesuit Preparatory School,11
5370,M S D Washington Township,C580,Calvary Christian School,
5370,M S D Washington Township,C690,Capitol City Seventh Day Adventist Church School,
5370,M S D Washington Township,C715,Cardinal Ritter High School,
5370,M S D Washington Township,C700,Cathedral High School,24
5370,M S D Washington Township,C585,Christ The King School,33
5370,M S D Washington Township,C495,Colonial Christian School,
5370,M S D Washington Township,C281,Cornerstone Baptist Academy,
5370,M S D Washington Township,C527,Covenant Christian High School,
5370,M S D Washington Township,B160,Eman Schools,
5370,M S D Washington Township,B161,Fishers Christian Academy,
5370,M S D Washington Township,B249,Guerin Catholic High School,
5370,M S D Washington Township,C475,Hasten Hebrew Academy Of Indianapolis,25
5370,M S D Washington Township,C275,Heritage Christian School,39
5370,M S D Washington Township,C590,Holy Angels Catholic School,
5370,M S D Washington Township,C282,Horizon Christian School,10
5370,M S D Washington Township,B725,Howe School,
5370,M S D Washington Township,C600,Immaculate Heart of Mary School,
5370,M S D Washington Township,B190,Indiana Academy,
5370,M S D Washington Township,C455,Indianapolis Junior Academy,
5370,M S D Washington Township,B295,Kingsway Christian School,
5370,M S D Washington Township,C270,Lutheran High School,
5370,M S D Washington Township,C628,MTI School of Knowledge,
5370,M S D Washington Township,C791,Project Libertas,
5370,M S D Washington Township,C623,Providence Cristo Rey High School,
5370,M S D Washington Township,C795,Saint Christopher School,
5370,M S D Washington Township,C645,Saint Joan Of Arc School,28
5370,M S D Washington Township,C280,Saint Lawrence School,
5370,M S D Washington Township,C435,Saint Luke School,61
5370,M S D Washington Township,C440,Saint Matthew School,29
5370,M S D Washington Township,C650,Saint Michael The Archangel School,16
5370,M S D Washington Township,C445,Saint Monica School,57
5370,M S D Washington Township,C655,Saint Philip Neri School,
5370,M S D Washington Township,C450,Saint Pius X School,24
5370,M S D Washington Township,C675,Saint Thomas Aquinas School,
5370,M S D Washington Township,C710,Scecina Memorial School,
5370,M S D Washington Township,C589,The Independence Academy,
5370,M S D Washington Township,C773,The Oaks Academy,16
5370,M S D Washington Township,B297,The Oaks Academy - Brookside,10
5370,M S D Washington Township,C774,The Oaks Academy - Middle School,
5370,M S D Washington Township,C375,Traders Point Christian Academy,
5375,M S D Wayne Township,C575,Baptist Academy,
5375,M S D Wayne Township,B290,Bethesda Christian School,
5375,M S D Wayne Township,C360,Brebeuf Jesuit Preparatory School,
5375,M S D Wayne Township,C690,Capitol City Seventh Day Adventist Church School,
5375,M S D Wayne Township,C715,Cardinal Ritter High School,39
5375,M S D Wayne Township,C700,Cathedral High School,
5375,M S D Wayne Township,C527,Covenant Christian High School,16
5375,M S D Wayne Township,B009,Crossing Educational Center,
5375,M S D Wayne Township,C514,Crosspointe Christian Academy,34
5375,M S D Wayne Township,C475,Hasten Hebrew Academy Of Indianapolis,
5375,M S D Wayne Township,C275,Heritage Christian School,
5375,M S D Wayne Township,C590,Holy Angels Catholic School,
5375,M S D Wayne Township,C595,Holy Cross Central School,
5375,M S D Wayne Township,B190,Indiana Academy,
5375,M S D Wayne Township,C455,Indianapolis Junior Academy,
5375,M S D Wayne Township,B302,Islamic School of Plainfield,
5375,M S D Wayne Township,B295,Kingsway Christian School,42
5375,M S D Wayne Township,B299,Legacy Learning Center,
5375,M S D Wayne Township,C270,Lutheran High School,
5375,M S D Wayne Township,C965,Mooresville Christian Academy,
5375,M S D Wayne Township,C628,MTI School of Knowledge,24
5375,M S D Wayne Township,C605,Our Lady Of Lourdes School,
5375,M S D Wayne Township,C512,Our Shepherd Lutheran School,23
5375,M S D Wayne Township,C623,Providence Cristo Rey High School,11
5375,M S D Wayne Township,C320,Roncalli High School,
5375,M S D Wayne Township,C615,Saint Anthony Catholic School,12
5375,M S D Wayne Township,C795,Saint Christopher School,43
5375,M S D Wayne Township,C645,Saint Joan Of Arc School,
5375,M S D Wayne Township,C300,Saint Jude Elementary School,
5375,M S D Wayne Township,C280,Saint Lawrence School,
5375,M S D Wayne Township,B285,Saint Malachy School,10
5375,M S D Wayne Township,C650,Saint Michael The Archangel School,19
5375,M S D Wayne Township,C445,Saint Monica School,
5375,M S D Wayne Township,C655,Saint Philip Neri School,
5375,M S D Wayne Township,B300,Saint Susanna School,
5375,M S D Wayne Township,C325,Suburban Christian School,
5375,M S D Wayne Township,C589,The Independence Academy,
5375,M S D Wayne Township,C773,The Oaks Academy,
5375,M S D Wayne Township,B297,The Oaks Academy - Brookside,
5375,M S D Wayne Township,C375,Traders Point Christian Academy,13
5615,Maconaquah School Corporation,B009,Crossing Educational Center,
5615,Maconaquah School Corporation,B145,Lakeview Christian School,
5615,Maconaquah School Corporation,D805,Saint Bernard Elementary School,
5615,Maconaquah School Corporation,B395,Saints Joan of Arc & Patrick School,
3995,Madison Consolidated Schools,B493,Christian Academy of Madison,51
3995,Madison Consolidated Schools,D329,Grace Christian Academy,
3995,Madison Consolidated Schools,B510,Pope John XXIII School,120
3995,Madison Consolidated Schools,B505,Shawe Memorial High School,57
2825,Madison-Grant United School Corporation,B145,Lakeview Christian School,19
2825,Madison-Grant United School Corporation,B136,The King's Academy,18
8045,Manchester Community Schools,B418,Huntington Catholic School,
8045,Manchester Community Schools,B605,Sacred Heart School,
8045,Manchester Community Schools,D805,Saint Bernard Elementary School,10
8045,Manchester Community Schools,B600,Warsaw Christian School,
2865,Marion Community Schools,B009,Crossing Educational Center,11
2865,Marion Community Schools,B145,Lakeview Christian School,141
2865,Marion Community Schools,B155,Saint Paul Parish School,50
2865,Marion Community Schools,B136,The King's Academy,64
3640,Medora Community School Corporation,B455,Seymour Christian Academy,
4600,Merrillville Community School,B806,Ambassador Christian Academy,13
4600,Merrillville Community School,B760,Andrean High School,37
4600,Merrillville Community School,B755,Aquinas School at Saint Andrew's,53
4600,Merrillville Community School,B764,Avicenna Academy,
4600,Merrillville Community School,B970,Bishop Noll Institute,
4600,Merrillville Community School,B815,Calumet Christian School,10
4600,Merrillville Community School,B771,Crown Point Christian School,
4600,Merrillville Community School,B748,Faith Academy,16
4600,Merrillville Community School,C020,Highland Christian School,10
4600,Merrillville Community School,B725,Howe School,
4600,Merrillville Community School,B747,Midwest Elite Preparatory Academy,16
4600,Merrillville Community School,B904,Mosaic Middle School,
4600,Merrillville Community School,C025,Our Lady Of Grace School,
4600,Merrillville Community School,D080,Portage Christian School,
4600,Merrillville Community School,B950,Saint Casimir School,
4600,Merrillville Community School,B835,Saint Mary Catholic Community School,51
4600,Merrillville Community School,B930,Saint Mary School,13
4600,Merrillville Community School,B775,Saint Michael School,
4600,Merrillville Community School,C065,Saint Paul's Lutheran School,
4600,Merrillville Community School,B850,Trinity Lutheran School,36
4600,Merrillville Community School,D073,Victory Christian Academy,
4925,Michigan City Area Schools,C125,Marquette Catholic High School,92
4925,Michigan City Area Schools,C105,Notre Dame Elementary School,55
4925,Michigan City Area Schools,D080,Portage Christian School,
4925,Michigan City Area Schools,C110,Queen Of All Saints School,99
4925,Michigan City Area Schools,C150,Saint John Lutheran School,
4925,Michigan City Area Schools,D050,Saint Patrick School,
4925,Michigan City Area Schools,C130,Saint Paul Lutheran School,90
4925,Michigan City Area Schools,C120,Saint Stanislaus Kostka School,83
4925,Michigan City Area Schools,D073,Victory Christian Academy,10
2275,Middlebury Community Schools,B015,Bethany Christian School,11
2275,Middlebury Community Schools,A875,Clinton Christian School,59
2275,Middlebury Community Schools,B009,Crossing Educational Center,
2275,Middlebury Community Schools,A990,Elkhart Christian Academy,26
6910,Milan Community Schools,D135,Oldenburg Academy,
3335,Mill Creek Community School Corporation,C527,Covenant Christian High School,
3335,Mill Creek Community School Corporation,C965,Mooresville Christian Academy,
3335,Mill Creek Community School Corporation,C512,Our Shepherd Lutheran School,
3335,Mill Creek Community School Corporation,B300,Saint Susanna School,
2855,Mississinewa Community School Corporation,B009,Crossing Educational Center,
2855,Mississinewa Community School Corporation,A746,Heritage Hall Christian School,
2855,Mississinewa Community School Corporation,B145,Lakeview Christian School,12
2855,Mississinewa Community School Corporation,B155,Saint Paul Parish School,
2855,Mississinewa Community School Corporation,B136,The King's Academy,28
5085,Mitchell Community Schools,C927,Lighthouse Christian Academy,
5085,Mitchell Community Schools,C160,Saint Vincent DePaul School,
6820,Monroe Central School Corporation,A790,Saint Lawrence School,
5740,Monroe County Community School Corporation,C905,Adventist Christian Elementary,
5740,Monroe County Community School Corporation,C933,Clear Creek Christian School,32
5740,Monroe County Community School Corporation,A871,Holy Trinity Catholic School,
5740,Monroe County Community School Corporation,B190,Indiana Academy,
5740,Monroe County Community School Corporation,C927,Lighthouse Christian Academy,96
5740,Monroe County Community School Corporation,C899,Pinnacle School,
5740,Monroe County Community School Corporation,C900,Saint Charles Borromeo School,34
5740,Monroe County Community School Corporation,C940,Tabernacle Christian Schools,
5900,Monroe-Gregg School District,C527,Covenant Christian High School,
5900,Monroe-Gregg School District,C965,Mooresville Christian Academy,20
5900,Monroe-Gregg School District,C940,Tabernacle Christian Schools,
5930,Mooresville Consolidated School Corporation,C360,Brebeuf Jesuit Preparatory School,
5930,Mooresville Consolidated School Corporation,C527,Covenant Christian High School,
5930,Mooresville Consolidated School Corporation,B009,Crossing Educational Center,
5930,Mooresville Consolidated School Corporation,C514,Crosspointe Christian Academy,
5930,Mooresville Consolidated School Corporation,C966,Greenwood Christian Academy,
5930,Mooresville Consolidated School Corporation,C595,Holy Cross Central School,
5930,Mooresville Consolidated School Corporation,B295,Kingsway Christian School,
5930,Mooresville Consolidated School Corporation,C965,Mooresville Christian Academy,58
5930,Mooresville Consolidated School Corporation,C320,Roncalli High School,
5930,Mooresville Consolidated School Corporation,B540,Saints Francis and Clare Catholic School,11
5930,Mooresville Consolidated School Corporation,C710,Scecina Memorial School,
5930,Mooresville Consolidated School Corporation,C325,Suburban Christian School,
5930,Mooresville Consolidated School Corporation,C940,Tabernacle Christian Schools,
3135,Mount Vernon Community School Corporation,C360,Brebeuf Jesuit Preparatory School,
3135,Mount Vernon Community School Corporation,C700,Cathedral High School,
3135,Mount Vernon Community School Corporation,C281,Cornerstone Baptist Academy,
3135,Mount Vernon Community School Corporation,C275,Heritage Christian School,
3135,Mount Vernon Community School Corporation,C267,Holy Cross Lutheran School,10
3135,Mount Vernon Community School Corporation,C390,Holy Spirit School,
3135,Mount Vernon Community School Corporation,C282,Horizon Christian School,
3135,Mount Vernon Community School Corporation,C226,Liberty Christian Elementary,
3135,Mount Vernon Community School Corporation,C225,Liberty Christian School,
3135,Mount Vernon Community School Corporation,C605,Our Lady Of Lourdes School,
3135,Mount Vernon Community School Corporation,C280,Saint Lawrence School,
3135,Mount Vernon Community School Corporation,B265,Saint Michael School,
3135,Mount Vernon Community School Corporation,C665,Saint Simon The Apostle School,
3135,Mount Vernon Community School Corporation,C710,Scecina Memorial School,
3135,Mount Vernon Community School Corporation,C699,TP Schools,
3135,Mount Vernon Community School Corporation,C395,Trinity Lutheran School,
1970,Muncie Community Schools,B009,Crossing Educational Center,
1970,Muncie Community Schools,C223,Delaware Christian Academy,44
1970,Muncie Community Schools,C275,Heritage Christian School,
1970,Muncie Community Schools,A746,Heritage Hall Christian School,63
1970,Muncie Community Schools,C623,Providence Cristo Rey High School,
1970,Muncie Community Schools,A790,Saint Lawrence School,21
1970,Muncie Community Schools,A795,Saint Mary School,33
1970,Muncie Community Schools,C670,Saint Therese Little Flower School,
8305,Nettle Creek School Corporation,D862,Community Christian School,
8305,Nettle Creek School Corporation,A746,Heritage Hall Christian School,
8305,Nettle Creek School Corporation,D860,Richmond Academy,
8305,Nettle Creek School Corporation,D840,Saint Elizabeth Ann Seton School,
2400,New Albany-Floyd County Consolidated School Corporation,B045,Christian Academy of Indiana,104
2400,New Albany-Floyd County Consolidated School Corporation,B050,Holy Family School,42
2400,New Albany-Floyd County Consolidated School Corporation,B190,Indiana Academy,
2400,New Albany-Floyd County Consolidated School Corporation,B060,Our Lady Of Perpetual School,44
2400,New Albany-Floyd County Consolidated School Corporation,A575,Our Lady Of Providence High School,32
2400,New Albany-Floyd County Consolidated School Corporation,A570,Sacred Heart School,
2400,New Albany-Floyd County Consolidated School Corporation,A560,Saint Anthony School,30
2400,New Albany-Floyd County Consolidated School Corporation,B275,Saint John Lutheran School,
2400,New Albany-Floyd County Consolidated School Corporation,B067,Saint Mary of-the-Knobs Catholic School,14
2400,New Albany-Floyd County Consolidated School Corporation,A550,Saint Paul School,
3445,New Castle Community School Corporation,A746,Heritage Hall Christian School,
4805,New Prairie United School Corporation,D230,Christ The King School,
4805,New Prairie United School Corporation,C282,Horizon Christian School,
4805,New Prairie United School Corporation,D165,Marian High School,
4805,New Prairie United School Corporation,C105,Notre Dame Elementary School,
4805,New Prairie United School Corporation,C150,Saint John Lutheran School,
4805,New Prairie United School Corporation,D265,Saint John The Baptist School,
4805,New Prairie United School Corporation,D270,Saint Joseph School,
4255,Nineveh-Hensley-Jackson United Corporation,A450,Columbus Christian School Inc.,
4255,Nineveh-Hensley-Jackson United Corporation,C966,Greenwood Christian Academy,
4255,Nineveh-Hensley-Jackson United Corporation,C965,Mooresville Christian Academy,
4255,Nineveh-Hensley-Jackson United Corporation,C320,Roncalli High School,
4255,Nineveh-Hensley-Jackson United Corporation,C940,Tabernacle Christian Schools,16
3070,Noblesville Schools,C580,Calvary Christian School,
3070,Noblesville Schools,C700,Cathedral High School,
3070,Noblesville Schools,C495,Colonial Christian School,
3070,Noblesville Schools,B160,Eman Schools,
3070,Noblesville Schools,B161,Fishers Christian Academy,12
3070,Noblesville Schools,B249,Guerin Catholic High School,19
3070,Noblesville Schools,C275,Heritage Christian School,24
3070,Noblesville Schools,C282,Horizon Christian School,
3070,Noblesville Schools,B725,Howe School,
3070,Noblesville Schools,B190,Indiana Academy,
3070,Noblesville Schools,B248,Legacy Christian School,22
3070,Noblesville Schools,C265,Nativity School,
3070,Noblesville Schools,B246,Our Lady of Grace School,43
3070,Noblesville Schools,B535,Our Lady Of The Greenwood School,
3070,Noblesville Schools,C773,The Oaks Academy,
3070,Noblesville Schools,C375,Traders Point Christian Academy,
25,North Adams Community Schools,A125,Bishop Luers High School,
25,North Adams Community Schools,A350,Saint Joseph Hessen Cassel Catholic School,
25,North Adams Community Schools,A035,Saint Joseph School,153
25,North Adams Community Schools,A040,Saint Peter Immanuel Lutheran School,12
1375,North Daviess Community Schools,C927,Lighthouse Christian Academy,
2735,North Gibson School Corporation,D485,Evansville Christian School,
2735,North Gibson School Corporation,B115,Holy Cross School,
2735,North Gibson School Corporation,B120,Saint James School,
2735,North Gibson School Corporation,B105,Saint Joseph School,55
3180,North Harrison Community School Corporation,B045,Christian Academy of Indiana,
3180,North Harrison Community School Corporation,B050,Holy Family School,
3180,North Harrison Community School Corporation,B060,Our Lady Of Perpetual School,
3180,North Harrison Community School Corporation,B275,Saint John Lutheran School,
3180,North Harrison Community School Corporation,B280,Saint Joseph School,
7515,North Judson-San Pierre School Corporation,B009,Crossing Educational Center,
7515,North Judson-San Pierre School Corporation,D375,Saint Peter Lutheran School,47
4315,North Knox School Corporation,B565,Flaget Elementary School,
4315,North Knox School Corporation,B560,Rivet Middle & High School,
4315,North Knox School Corporation,A660,Washington Catholic Middle/High School,
5075,North Lawrence Community Schools,C933,Clear Creek Christian School,
5075,North Lawrence Community Schools,C927,Lighthouse Christian Academy,
5075,North Lawrence Community Schools,C899,Pinnacle School,
5075,North Lawrence Community Schools,C160,Saint Vincent DePaul School,68
5620,North Miami Community Schools,,,
5835,North Montgomery Community School Corporation,B290,Bethesda Christian School,
5835,North Montgomery Community School Corporation,C625,Central Catholic School,
5835,North Montgomery Community School Corporation,C527,Covenant Christian High School,
5835,North Montgomery Community School Corporation,D452,Faith Christian School,
5835,North Montgomery Community School Corporation,C563,Horizon Christian School-Shepherd Campus,
5835,North Montgomery Community School Corporation,B295,Kingsway Christian School,
5835,North Montgomery Community School Corporation,D435,Saint James Lutheran School,
5945,North Newton School Corporation,B469,Covenant Christian High School,
5945,North Newton School Corporation,B470,DeMotte Christian School,
5945,North Newton School Corporation,B475,Saint Augustine School,
5945,North Newton School Corporation,B835,Saint Mary Catholic Community School,
5945,North Newton School Corporation,B850,Trinity Lutheran School,
7385,North Spencer County School Corporation,A871,Holy Trinity Catholic School,
7385,North Spencer County School Corporation,D370,Saint Bernard School,18
8010,North Vermillion Community School Corporation,B085,Covington Christian School,
3295,North West Hendricks Schools,B290,Bethesda Christian School,13
3295,North West Hendricks Schools,C315,Calvary Lutheran School,
3295,North West Hendricks Schools,C527,Covenant Christian High School,
3295,North West Hendricks Schools,B190,Indiana Academy,
3295,North West Hendricks Schools,B285,Saint Malachy School,
8515,North White School Corporation,D452,Faith Christian School,
2040,Northeast Dubois County School Corporation,A871,Holy Trinity Catholic School,
7645,Northeast School Corporation,D720,Saint Patrick School,
8375,Northeastern Wayne Schools,D840,Saint Elizabeth Ann Seton School,
8375,Northeastern Wayne Schools,D842,Seton Catholic High School,
8435,Northern Wells Community Schools,A120,Bishop Dwenger High School,
8435,Northern Wells Community Schools,A195,Concordia Lutheran High School,
8435,Northern Wells Community Schools,A220,Emmaus Lutheran School,
8435,Northern Wells Community Schools,A235,Lutheran South Unity School,
8435,Northern Wells Community Schools,A106,Our Lady School,
8435,Northern Wells Community Schools,A270,Saint Aloysius Catholic School,15
8435,Northern Wells Community Schools,A145,Saint Charles Borromeo School,
8435,Northern Wells Community Schools,A350,Saint Joseph Hessen Cassel Catholic School,
8435,Northern Wells Community Schools,A175,Saint Therese School,
225,Northwest Allen County Schools,A248,Ascension Lutheran School,
225,Northwest Allen County Schools,A120,Bishop Dwenger High School,29
225,Northwest Allen County Schools,A125,Bishop Luers High School,
225,Northwest Allen County Schools,A172,Blackhawk Christian Elementary School,
225,Northwest Allen County Schools,A170,Blackhawk Christian Jr/Sr High School,
225,Northwest Allen County Schools,A249,Central Christian School,
225,Northwest Allen County Schools,A370,Central Lutheran School,
225,Northwest Allen County Schools,A205,Concordia Evangelical Lutheran School,
225,Northwest Allen County Schools,A195,Concordia Lutheran High School,17
225,Northwest Allen County Schools,B009,Crossing Educational Center,
225,Northwest Allen County Schools,A215,Emmanuel Saint Michael Lutheran School,14
225,Northwest Allen County Schools,A220,Emmaus Lutheran School,
225,Northwest Allen County Schools,A225,Holy Cross Lutheran School,15
225,Northwest Allen County Schools,A307,Horizon Christian Academy III,
225,Northwest Allen County Schools,B725,Howe School,
225,Northwest Allen County Schools,A740,Lakewood Park Christian School,25
225,Northwest Allen County Schools,A130,Most Precious Blood School,
225,Northwest Allen County Schools,A106,Our Lady School,
225,Northwest Allen County Schools,A145,Saint Charles Borromeo School,
225,Northwest Allen County Schools,A160,Saint Jude Elementary School,
225,Northwest Allen County Schools,C980,Saint Mary Elementary School,
225,Northwest Allen County Schools,A245,Saint Paul Lutheran School,
225,Northwest Allen County Schools,A250,Saint Peter's Lutheran School,
225,Northwest Allen County Schools,A180,Saint Vincent DePaul School,67
225,Northwest Allen County Schools,A200,Suburban Bethlehem Lutheran School,10
